rxn_id	rxn_name	subsystem	selected_subs	KEGG_id	EC	rule	genes_hsa_ncbi	genes_hsa_symbol	genes_mmu_symbol	genes_mmu_synonym
SALMCOM2	S-Adenosyl-L-methionine:catechol O-methyltransferase	Tyrosine metabolism	1	NA	2.1.1.6	(x(1820))	118881	COMTD1	COMTD1	MT773, 1810030M08Rik
SAMHISTA	S-Adenosyl-L-methionine:histamine N-tele-methyltransferase	Histidine metabolism	1	NA	2.1.1.8	(x(1821))	3176	HNMT	HNMT	1500031F01Rik
SARCOXp	sarcosine oxidase, peroxisomal	Glycine, serine, alanine and threonine metabolism	1	NA	1.5.3.1	(x(1185))	51268	PIPOX	PIPOX	Pso
SARDHm	Sarcosine dehydrogenase (m)	Urea cycle	1	NA	1.5.99.2	(x(1822))	1757	SARDH	SARDH	NA
SBPP1er	sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum	Sphingolipid metabolism	1	NA	NA	(x(1823))	81537	SGPP1	SGPP1	SPP, mSPP1, SPP1
SBPP3er	sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum	Sphingolipid metabolism	1	NA	NA	(x(1823))	81537	SGPP1	SGPP1	SPP, mSPP1, SPP1
SBTD_D2	D-sorbitol dehydrogenase (D-fructose producing)	Fructose and mannose metabolism	0	NA	1.1.1.14	(x(1824))	6652	SORD	SORD	Sdh1, Sodh-1, Sdh-1
SBTR	D-sorbitol reductase	Fructose and mannose metabolism	0	NA	1.1.1.21	(x(306)) | (x(289)) | (x(307)) | (x(290))	8574, 10327, 231, 10327	AKR7A2, AKR1A1, AKR1B1, AKR1A1	AKR7A5, AKR1A1, AKR1B3, AKR1A1	Afar, 0610025K21Rik, Akr1a4, 2610201A18Rik, AR, ALR2, Aldor1, Aldr1, Ahr1, Ahr-1, Akr1a4, 2610201A18Rik
SCP21x	Sterol carrier protein 2	Transport, peroxisomal	0	NA	NA	(x(1825))	6342	SCP2	SCP2	SCP-2, nonspecific lipid transfer protein, NSL-TP, ns-LTP, SCPx
SCP22x	Sterol carrier protein 2	Transport, peroxisomal	0	NA	NA	(x(1825))	6342	SCP2	SCP2	SCP-2, nonspecific lipid transfer protein, NSL-TP, ns-LTP, SCPx
SCP2x	peroxisomal thiolase 2	Bile acid synthesis	1	NA	NA	(x(1825))	6342	SCP2	SCP2	SCP-2, nonspecific lipid transfer protein, NSL-TP, ns-LTP, SCPx
SCPx	peroxisomal thiolase 2	Bile acid synthesis	1	NA	NA	x(1825)	6342	SCP2	SCP2	SCP-2, nonspecific lipid transfer protein, NSL-TP, ns-LTP, SCPx
SEAHCYSHYD	Se-Adenosylselenohomocysteine hydrolase	Selenoamino acid metabolism	0	NA	3.3.1.1	(x(1826)) | (x(249)) | (x(251)) | (x(250))	23382, 191, 10768, 10768	AHCYL2, AHCY, AHCYL1, AHCYL1	AHCYL2, AHCY, AHCYL1, AHCYL1	4631427C17Rik, SAHH, CuBP, IRBIT, Ahcy-rs3, 1110034F20Rik, DCAL, IRBIT, Ahcy-rs3, 1110034F20Rik, DCAL
SELADT	selenate adenylyltransferase	Selenoamino acid metabolism	0	NA	2.7.7.4	(x(218)) | (x(219))	9061, 9060	PAPSS1, PAPSS2	PAPSS1, PAPSS2	Asapk, SK1, 1810018P12Rik, Atpsk2, Sk2
SELCYSLY	selenocysteine lyase	Selenoamino acid metabolism	0	NA	4.4.1.16	(x(1827))	51540	SCLY	SCLY	A930015N15Rik, Selenocysteine reductase, Scly2, Scly1, SCL
SELCYSLY2	selenocysteine lyase	Selenoamino acid metabolism	0	NA	NA	(x(1827))	51540	SCLY	SCLY	A930015N15Rik, Selenocysteine reductase, Scly2, Scly1, SCL
SELCYSTGL	selanocystathionine g-lyase	Selenoamino acid metabolism	0	NA	4.4.1.1	(x(612)) | (x(613))	1491, 1491	CTH, CTH	CTH, CTH	CSE, 0610010I13Rik, CSE, 0610010I13Rik
SELCYSTS	selanocystathionine beta-synthase	Selenoamino acid metabolism	0	NA	4.2.1.22	(x(615))	875	CBS	CBS	HIP4
SELMETAT	selenomethionine adenosyltransferase	Selenoamino acid metabolism	0	NA	2.5.1.6	(x(1253)) | (x(1254) & x(1255)) | (x(1256) & x(1255))	4143, 27430, 4144, 27430, 4144	MAT1A, MAT2B, MAT2A, MAT2B, MAT2A	MAT1A, MAT2B, MAT2A, MAT2B, MAT2A	Ams, SAMS, MAT, SAMS1, MATA1, AdoMet, 1110064C04Rik, MATIIbeta, 2410018D16Rik, D630045P18Rik, 1110064C04Rik, MATIIbeta, 2410018D16Rik, D630045P18Rik
SELNPS	Selenophosphate synthase	Selenoamino acid metabolism	0	NA	2.7.9.3	(x(1828)) | (x(1829))	22929, 22928	SEPHS1, SEPHS2	SEPHS1, SEPHS2	SPS1, 1110046B24Rik, Sps2, Ysg3
SELt4_3	selenate transport via sodium symport	Transport, extracellular	0	NA	NA	(x(1830))	6561	SLC13A1	SLC13A1	NaSi-1, Nas1
SERALANaEx	L-alanine/L-serine Na-dependent exchange (Ser-L in)	Transport, extracellular	0	NA	NA	(x(264)) | (x(263))	6509, 6510	SLC1A4, SLC1A5	SLC1A4, SLC1A5	ASCT1, ASCT2
SERASNNaEx	L-serine/L-asparagine Na-dependent exchange (Ser-L in)	Transport, extracellular	0	NA	NA	x(263)	6510	SLC1A5	SLC1A5	ASCT2
SERCYSNaEx	L-serine/L-cysteine Na-dependent exchange (Ser-L in)	Transport, extracellular	0	NA	NA	(x(264)) | (x(263))	6509, 6510	SLC1A4, SLC1A5	SLC1A4, SLC1A5	ASCT1, ASCT2
SERDGLNexR	D-Serine/Glutamine reversible exchange	Transport, extracellular	0	NA	NA	(x(265)) & (x(266))	56301, 6520	SLC7A10, SLC3A2	SLC7A10, SLC3A2	D7Bwg0847e, Asc-1, 4F2HC, Cd98, Mdu1, Ly-m10, Ly-10, Mgp-2hc
SERDGLYexR	D-Serine/Glycine reversible exchange	Transport, extracellular	0	NA	NA	(x(265)) & (x(266))	56301, 6520	SLC7A10, SLC3A2	SLC7A10, SLC3A2	D7Bwg0847e, Asc-1, 4F2HC, Cd98, Mdu1, Ly-m10, Ly-10, Mgp-2hc
SERGLNexR	L-Serine/Glutamine reversible exchange	Transport, extracellular	0	NA	NA	(x(265)) & (x(266))	56301, 6520	SLC7A10, SLC3A2	SLC7A10, SLC3A2	D7Bwg0847e, Asc-1, 4F2HC, Cd98, Mdu1, Ly-m10, Ly-10, Mgp-2hc
SERGLNNaEx	L-serine/L-glutamine Na-dependent exchange (Ser-L in)	Transport, extracellular	0	NA	NA	x(263)	6510	SLC1A5	SLC1A5	ASCT2
SERGLYexR	L-Serine/Glycine reversible exchange	Transport, extracellular	0	NA	NA	(x(265)) & (x(266))	56301, 6520	SLC7A10, SLC3A2	SLC7A10, SLC3A2	D7Bwg0847e, Asc-1, 4F2HC, Cd98, Mdu1, Ly-m10, Ly-10, Mgp-2hc
SERHL	L-Serine hydro-lyase	Glycine, serine, alanine and threonine metabolism	1	NA	NA	x(10)	10993	SDS	SDS	SDH
SERLYSNaex	Serine/Lysine Na-dependent exchange (Ser in)	Transport, extracellular	0	NA	NA	(x(1831) & x(324))	9056, 6519	SLC7A7, SLC3A1	SLC7A7, SLC3A1	my+lat1, NTAA, D2H
SERPT	serine C-palmitoyltransferase	Sphingolipid metabolism	1	NA	2.3.1.50	(x(1832) & x(1833) & x(1834))	10558, 9517, 55304	NA	NA	NA
SERt4	L-serine via sodium symport	Transport, extracellular	0	NA	NA	(x(277)) | (x(275)) | (x(273)) | (x(278)) | ((x(280)) & (x(281) | x(282)))	81539, 11254, 54407, 55089, 340024, 57393, 59272	NA	NA	NA
SERTHRNaEx	L-serine/L-threonine Na-dependent exchange (Ser-L in)	Transport, extracellular	0	NA	NA	(x(264)) | (x(263))	6509, 6510	SLC1A4, SLC1A5	SLC1A4, SLC1A5	ASCT1, ASCT2
SERtN1	Serine transport (Na, H coupled)	Transport, extracellular	0	NA	NA	(x(285))	92745	SLC38A5	SLC38A5	JM24, SN2, C81234
SFGTH	S-Formylglutathione hydralase	Tyrosine metabolism	1	NA	3.1.2.12	(x(1835))	2098	ESD	ESD	GM2904, Es10, Esd, Es-10
SGPL11r	Sphingosine-1-phosphate lyase 1	Sphingolipid metabolism	1	NA	4.1.2.27	(x(1836))	8879	SGPL1	SGPL1	D10Xrf456
SGPL12r	Sphingosine-1-phosphate lyase	Sphingolipid metabolism	1	NA	4.1.2.27	(x(1836))	8879	SGPL1	SGPL1	D10Xrf456
SIAASE	sialidase	N-glycan degradation	1	NA	3.2.1.18	(x(1837)) | (x(1838))	4759, 129807	NEU2, NEU4	NEU2, NEU4	NA
SIAASE2ly	sialidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.18	(x(844)) & (x(845)) & (x(846)) & (x(847))	5476, 2720, 2588, 4758	CTSA, GLB1, GALNS, NEU1	CTSA, GLB1, GALNS, NEU1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9
SIAASE3ly	sialidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.18	(x(844)) & (x(845)) & (x(846)) & (x(847))	5476, 2720, 2588, 4758	CTSA, GLB1, GALNS, NEU1	CTSA, GLB1, GALNS, NEU1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9
SIAASE4ly	sialidase, lysosomal	Keratan sulfate degradation	1	NA	3.2.1.18	(x(844)) & (x(845)) & (x(846)) & (x(847))	5476, 2720, 2588, 4758	CTSA, GLB1, GALNS, NEU1	CTSA, GLB1, GALNS, NEU1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9
SIAASEly	sialidase, lysosomal	N-glycan degradation	1	NA	3.2.1.18	(x(844)) & (x(845)) & (x(846)) & (x(847))	5476, 2720, 2588, 4758	CTSA, GLB1, GALNS, NEU1	CTSA, GLB1, GALNS, NEU1	Ppgb, PPCA, C130097A14Rik, Bgl-t, Bgl-s, Bgl-e, Bgl, Bgt, Bge, Bgs, N-acetylgalactosamine-6-sulfate sulfatase, Bat7, Aglp, Neu-1, Map-2, Apl, Bat-7, sialidase 1, lysosomal sialidase, G9
SIAT4Bg	Beta-galactoside alpha-2,3-sialyltransferase, Golgi apparatus	Sphingolipid metabolism	1	NA	2.4.99.4	(x(1773))	6483	ST3GAL2	ST3GAL2	Siat5, ST3GalII
SIAT9g	Lactosylceramide alpha-2,3-sialyltransferase, Golgi apparatus	Sphingolipid metabolism	1	NA	2.4.99.9	(x(1839))	8869	ST3GAL5	ST3GAL5	Siat9, 3S-T, ST3Gal V, mST3Gal V, GM3-specific sialytransferase, GM3 synthase, [a]2
SLCBK1	sphingolipid long chain base kinase (sphinganine)	Sphingolipid metabolism	1	NA	NA	(x(1840)) | (x(1841))	56848, 8877	NA	NA	NA
SLDx	L-sulfolactate dehydrogenase (NAD+)	Methionine and cysteine metabolism	1	NA	1.1.1.272	(x(1244)) | (x(1243))	4190, 130752	MDH1, MDH1B	MDH1, MDH1B	B230377B03Rik, MDH-s, Mor2, Mor-2, 1700124B08Rik
SLDxm	L-sulfolactate dehydrogenase (NAD+), mitochondrial	Methionine and cysteine metabolism	1	NA	1.1.1.37	(x(1245))	4191	MDH2	MDH2	Mor1, Mor-1, Mdh-2
SMPD3g	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)	Sphingolipid metabolism	1	NA	NA	(x(1842)) | (x(1843)) | (x(1844)) | (x(1845))	55512, 55512, 339221, 55627	NA	NA	NA
SMPD3l	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)	Sphingolipid metabolism	1	NA	NA	(x(1842)) | (x(1843)) | (x(1846))	55512, 55512, 6609	NA	NA	NA
SMPD4	sphingomyelinase	Sphingolipid metabolism	1	NA	NA	(x(1847))	6610	NA	NA	NA
SMS	Sphingomyelin synthase (homo sapiens)	Sphingolipid metabolism	1	NA	NA	(x(1848))	259230	SGMS1	SGMS1	Tmem23, SMS1gamma, SMS1beta, SMS1alpha2, SMS1alpha1, SMS1, 9530058O11Rik
SO4CLtex2	sulfate transport via chloride countertransport (2:1)	Transport, extracellular	0	NA	NA	(x(555)) | (x(556)) | (x(557))	65010, 65010, 65010	SLC26A6, SLC26A6, SLC26A6	SLC26A6, SLC26A6, SLC26A6	B930010B04Rik, Pat1, CFEX, B930010B04Rik, Pat1, CFEX, B930010B04Rik, Pat1, CFEX
SO4HCOtex	sulfate transport via bicarbonate countertransport	Transport, extracellular	0	NA	NA	(x(1849)) | (x(1850)) | (x(1427)) | (x(1851)) | (x(1852)) | (x(1853)) | (x(1430)) | (x(1854)) | (x(1428)) | (x(1429)) | (x(1855)) | (x(1431))	115111, 115019, 1836, 115111, 116369, 284129, 10861, 116369, 10861, 10861, 115019, 1811	SLC26A7, SLC26A9, SLC26A2, SLC26A7, SLC26A8, SLC26A11, SLC26A1, SLC26A8, SLC26A1, SLC26A1, SLC26A9, SLC26A3	SLC26A7, SLC26A9, SLC26A2, SLC26A7, SLC26A8, SLC26A11, SLC26A1, SLC26A8, SLC26A1, SLC26A1, SLC26A9, SLC26A3	NA
SO4OXAtex2	sulfate transport via oxalate countertransport (2:1)	Transport, extracellular	0	NA	NA	(x(555)) | (x(556)) | (x(557))	65010, 65010, 65010	SLC26A6, SLC26A6, SLC26A6	SLC26A6, SLC26A6, SLC26A6	B930010B04Rik, Pat1, CFEX, B930010B04Rik, Pat1, CFEX, B930010B04Rik, Pat1, CFEX
SO4t4_2	sulfate transport via sodium symport	Transport, extracellular	0	NA	NA	(x(1856))	26266	SLC13A4	SLC13A4	SUT-1, SUT1, 9630060C05Rik
SOAT11	sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1	Cholesterol metabolism	1	NA	NA	(x(1857))	6646	SOAT1	SOAT1	hid, 8430426K15Rik, Acact, ACAT-1
SOAT11r	sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1	Cholesterol metabolism	1	NA	NA	(x(1857))	6646	SOAT1	SOAT1	hid, 8430426K15Rik, Acact, ACAT-1
SOAT12	sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1	Cholesterol metabolism	1	NA	NA	(x(1857))	6646	SOAT1	SOAT1	hid, 8430426K15Rik, Acact, ACAT-1
SOAT12r	sterol O-acyltransferase (acyl-Coenzyme A: cholesterol acyltransferase) 1	Cholesterol metabolism	1	NA	NA	(x(1857))	6646	SOAT1	SOAT1	hid, 8430426K15Rik, Acact, ACAT-1
SPHK21c	sphingosine kinase 2	Sphingolipid metabolism	1	NA	NA	(x(1840)) | (x(1841))	56848, 8877	NA	NA	NA
SPMS	spermidine synthase	Urea cycle	1	NA	2.5.1.16	x(1858)	6723	SRM	SRM	SpdST, SpdSy
SPODM	superoxide dismutase	ROS detoxification	0	NA	1.15.1.1	x(1859)	6647	SOD1	SOD1	B430204E11Rik, Ipo1, Ipo-1, Sod-1, Cu(2+)-Zn2+ superoxide dismutase, Cu/Zn-SOD, SODC, CuZnSOD
SPODMe	superoxide dismutase, extracellular	ROS detoxification	0	NA	1.15.1.1	(x(1860))	6649	SOD3	SOD3	EC-SOD
SPODMm	superoxide dismutase	ROS detoxification	0	NA	1.15.1.1	(x(1861))	6648	SOD2	SOD2	Sod-2, manganese SOD, manganese superoxide dismutase, MnSOD
SPODMn	superoxide dismutase, nuclear	ROS detoxification	0	NA	1.15.1.1	(x(1859))	6647	SOD1	SOD1	B430204E11Rik, Ipo1, Ipo-1, Sod-1, Cu(2+)-Zn2+ superoxide dismutase, Cu/Zn-SOD, SODC, CuZnSOD
SPODMx	superoxide dismutase, peroxisome	ROS detoxification	0	NA	1.15.1.1	(x(1859))	6647	SOD1	SOD1	B430204E11Rik, Ipo1, Ipo-1, Sod-1, Cu(2+)-Zn2+ superoxide dismutase, Cu/Zn-SOD, SODC, CuZnSOD
SPR	sepiapterin reductase	Tetrahydrobiopterin metabolism	0	NA	1.1.1.153	(x(1862))	6697	SPR	SPR	NA
SPRMS	spermine synthase	Urea cycle	1	NA	2.5.1.22	(x(1863)) | (x(1858))	6611, 6723	SMS, SRM	SMS, SRM	GM14680, SpmST, ENSMUSG00000067829, SpdST, SpdSy
SPRn	sepiapterin reductase, nuclear	Tetrahydrobiopterin metabolism	0	NA	1.1.1.153	(x(1862))	6697	SPR	SPR	NA
SPTix	serine-pyruvate aminotransferase (irreversible), peroxisomal	Glycine, serine, alanine and threonine metabolism	1	NA	2.6.1.44	(x(248))	189	AGXT	AGXT	Agt1, Agxt1
SQLEr	Squalene epoxidase, endoplasmic reticular (NADP)	Cholesterol metabolism	1	NA	1.14.99.7	x(1864)	6713	SQLE	SQLE	NA
SQLSr	Squalene synthase	Cholesterol metabolism	1	NA	2.5.1.21	(x(1865))	2222	FDFT1	FDFT1	Ss, SQS, squalene synthase
SR5AR2r	3-oxo-5-alpha-steroid 4-dehydrogenase	Steroid metabolism	0	NA	1.3.99.5	(x(1866)) | (x(1867))	6715, 6716	SRD5A1, SRD5A2	SRD5A1, SRD5A2	0610031P22Rik, 4930435F02Rik, Srd5a-1, 5ART2
SR5ARr	3-oxo-5-alpha-steroid 4-dehydrogenase	Steroid metabolism	0	NA	1.3.99.5	(x(1867)) | (x(1866))	6716, 6715	SRD5A2, SRD5A1	SRD5A2, SRD5A1	5ART2, 0610031P22Rik, 4930435F02Rik, Srd5a-1
SRTN23OX	5-Hydroxytryptamine:oxygen 2,3-dioxygenase (indole-decyclizing)	Tryptophan metabolism	1	NA	1.13.11.42	(x(92))	3620	IDO1	IDO1	Indo, Ido
SRTNACT	Acetyl-CoA:aralkylamine N-acetyltransferase	Tryptophan metabolism	1	NA	2.3.1.87	(x(1868))	15	AANAT	AANAT	SNAT, Nat4, Nat-2
SRTNMTX	S-Adenosyl-L-methionine:amine N-methyltransferase (srtn)	Tryptophan metabolism	1	NA	2.1.1.49	(x(1869))	11185	INMT	INMT	Temt
SRTNt6_2_r	Seratonin reversible transport in via sodium symport/potassium antiport (1:2)	Transport, extracellular	0	NA	NA	(x(1870))	6532	SLC6A4	SLC6A4	Sert, Htt, 5-HTT
SRTNtu	Serotonin uniport	Transport, extracellular	0	NA	NA	(x(1402)) | (x(535)) | (x(533))	6580, 6582, 6582	SLC22A1, SLC22A2, SLC22A2	SLC22A1, SLC22A2, SLC22A2	Orct1, Orct, Oct1, Oct1, Lx1, Orct2, Oct2, Orct2, Oct2
ST3GAL21g	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase, Golgi apparatus	Sphingolipid metabolism	1	NA	NA	(x(1773))	6483	ST3GAL2	ST3GAL2	Siat5, ST3GalII
ST3GAL22g	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase, Golgi apparatus	Sphingolipid metabolism	1	NA	NA	(x(1773))	6483	ST3GAL2	ST3GAL2	Siat5, ST3GalII
ST3GAL23g	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase, Golgi apparatus	Sphingolipid metabolism	1	NA	2.4.99.4	(x(1773))	6483	ST3GAL2	ST3GAL2	Siat5, ST3GalII
ST3GAL31g	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	Blood group synthesis	0	NA	2.4.99.6	(x(1778)) | (x(1777)) | (x(1781)) | (x(1779)) | (x(1776)) | (x(1782)) | (x(1784)) | (x(1775)) | (x(1785)) | (x(1780)) | (x(1783))	6487, 6487, 6487, 6487, 6487, 6487, 6487, 6487, 6487, 6487, 6487	ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3	ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3, ST3GAL3	Siat6, Siat3, ST3Gal III, Siat6, Siat3, ST3Gal III, Siat6, Siat3, ST3Gal III, Siat6, Siat3, ST3Gal III, Siat6, Siat3, ST3Gal III, Siat6, Siat3, ST3Gal III, Siat6, Siat3, ST3Gal III, Siat6, Siat3, ST3Gal III, Siat6, Siat3, ST3Gal III, Siat6, Siat3, ST3Gal III, Siat6, Siat3, ST3Gal III
ST3GAL61g	Type 2 lactosamine alpha-2,3-sialyltransferase	Blood group synthesis	0	NA	NA	(x(1871))	10402	ST3GAL6	ST3GAL6	Siat10, 1700023B24Rik, ST3Gal VI
ST3GAL62g	Type 2 lactosamine alpha-2,3-sialyltransferase	Blood group synthesis	0	NA	NA	(x(1871))	10402	ST3GAL6	ST3GAL6	Siat10, 1700023B24Rik, ST3Gal VI
ST6GALNAC21	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Sphingolipid metabolism	1	NA	2.4.99.7	(x(1872))	10610	ST6GALNAC2	ST6GALNAC2	Siat7b, Siat7, ST6GalNAc II
ST6GALNAC22	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Sphingolipid metabolism	1	NA	2.4.99.7	(x(1872))	10610	ST6GALNAC2	ST6GALNAC2	Siat7b, Siat7, ST6GalNAc II
ST6GALNAC23	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Sphingolipid metabolism	1	NA	2.4.99.7	(x(1872))	10610	ST6GALNAC2	ST6GALNAC2	Siat7b, Siat7, ST6GalNAc II
ST6GALNAC24	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Sphingolipid metabolism	1	NA	2.4.99.7	(x(1872))	10610	ST6GALNAC2	ST6GALNAC2	Siat7b, Siat7, ST6GalNAc II
ST6GALNAC25	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Sphingolipid metabolism	1	NA	2.4.99.7	(x(1872))	10610	ST6GALNAC2	ST6GALNAC2	Siat7b, Siat7, ST6GalNAc II
ST6GALNAC26	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Sphingolipid metabolism	1	NA	2.4.99.7	(x(1872))	10610	ST6GALNAC2	ST6GALNAC2	Siat7b, Siat7, ST6GalNAc II
ST6GALNAC27	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Sphingolipid metabolism	1	NA	2.4.99.7	(x(1872))	10610	ST6GALNAC2	ST6GALNAC2	Siat7b, Siat7, ST6GalNAc II
ST6GALNAC28	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Sphingolipid metabolism	1	NA	2.4.99.7	(x(1872))	10610	ST6GALNAC2	ST6GALNAC2	Siat7b, Siat7, ST6GalNAc II
ST6GALNAC31	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	Sphingolipid metabolism	1	NA	NA	(x(1873)) | (x(1874)) | (x(1875))	256435, 30815, 81849	ST6GALNAC3, ST6GALNAC6, ST6GALNAC5	ST6GALNAC3, ST6GALNAC6, ST6GALNAC5	Siat7c, ST6GalNAc III, Siat7f, ST6GalNAcVI, Siat7e, ST6GalNAc V
ST6GALNAC62	sialytransferase 7 ((alpha-N-acetylneuraminyl 2,3-betagalactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialytransferase) F	Sphingolipid metabolism	1	NA	NA	(x(1874))	30815	ST6GALNAC6	ST6GALNAC6	Siat7f, ST6GalNAcVI
ST8SIA11	Beta-galactoside alpha-2,3-sialyltransferase	Sphingolipid metabolism	1	NA	2.4.99.8	(x(1876))	6489	ST8SIA1	ST8SIA1	9330109E03Rik, Siat8a, Siat8, GD3S, GD3 synthase, ST8Sia I, alpha-2,8-sialyltransferase
ST8SIA12	Beta-galactoside alpha-2,3-sialyltransferase	Sphingolipid metabolism	1	NA	2.4.99.8	(x(1876))	6489	ST8SIA1	ST8SIA1	9330109E03Rik, Siat8a, Siat8, GD3S, GD3 synthase, ST8Sia I, alpha-2,8-sialyltransferase
ST8SIA51g	Beta-galactoside alpha-2,3-sialyltransferase	Sphingolipid metabolism	1	NA	2.4.99.8	(x(1877))	29906	ST8SIA5	ST8SIA5	Siat8e, ST8SiaV
ST8SIA52g	Beta-galactoside alpha-2,3-sialyltransferase	Sphingolipid metabolism	1	NA	2.4.99.8	(x(1877))	29906	ST8SIA5	ST8SIA5	Siat8e, ST8SiaV
ST8SIA53g	Beta-galactoside alpha-2,3-sialyltransferase	Sphingolipid metabolism	1	NA	2.4.99.8	(x(1877))	29906	ST8SIA5	ST8SIA5	Siat8e, ST8SiaV
ST8SIA54g	Beta-galactoside alpha-2,3-sialyltransferase	Sphingolipid metabolism	1	NA	2.4.99.8	(x(1877))	29906	ST8SIA5	ST8SIA5	Siat8e, ST8SiaV
ST8SIA55g	Beta-galactoside alpha-2,3-sialyltransferase	Sphingolipid metabolism	1	NA	2.4.99.8	(x(1877))	29906	ST8SIA5	ST8SIA5	Siat8e, ST8SiaV
ST8SIA56g	Alpha-2,8-sialyltransferase 8E	Blood group synthesis	0	NA	2.4.99.8	(x(1877))	29906	ST8SIA5	ST8SIA5	Siat8e, ST8SiaV
STRDNCCPT1	carnitine O-palmitoyltransferase	Fatty acid oxidation	1	NA	2.3.1.21	(x(211)) | (x(212)) | (x(213)) | (x(214)) | (x(215)) | (x(216))	1375, 1375, 1375, 126129, 1374, 1375	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, 9630004I06Rik, CPT I-C, Cpt1, L-CPT I, CPTI, Cpt1, M-CPT I, M-CPTI
STRDNCCPT2	carnitine transferase	Fatty acid oxidation	1	NA	NA	(x(217))	1376	CPT2	CPT2	CPTII, CPT II
STRDNCCRNt	transport into the mitochondria (carnitine)	Fatty acid oxidation	1	NA	NA	(x(165))	788	SLC25A20	SLC25A20	1110007P09Rik, Cact, mCAC
STS1	Steryl-sulfatase	Steroid metabolism	0	NA	3.1.6.2	(x(1878))	412	NA	NA	NA
STS1r	Steryl-sulfatase	Steroid metabolism	0	NA	3.1.6.2	(x(1878))	412	NA	NA	NA
STS2	Steryl-sulfatase	Steroid metabolism	0	NA	3.1.6.2	(x(1878))	412	NA	NA	NA
STS2r	Steryl-sulfatase	Steroid metabolism	0	NA	3.1.6.2	(x(1878))	412	NA	NA	NA
SUCCt2m	succinate transport, mitochondrial	Transport, mitochondrial	0	NA	NA	(x(257))	1468	SLC25A10	SLC25A10	Dic
SUCCt4_2	succinate transport via sodium symport	Transport, extracellular	0	NA	NA	(x(547))	9058	SLC13A2	SLC13A2	Nadc1, mNaDC-1, sodium/dicarboxylate co-transporter
SUCD1m	succinate dehydrogenase	Citric acid cycle	1	NA	1.3.99.1	(x(1879) & x(1880) & x(1881) & x(1882))	6389, 6392, 6391, 6390	SDHA, SDHD, SDHC, SDHB	SDHA, SDHD, SDHC, SDHB	SDHF, SDH2, FP, 2310034D06Rik, 3110001M13Rik, 0610010E03Rik, 0710008N11Rik
